user_rating_id,anime_id,user_id,user_rating
379,898,5,5

380,903,5,1

381,905,5,6

382,914,5,7

383,918,5,9

384,936,5,5

385,981,5,5

386,987,5,2

387,1117,5,7

388,1132,5,5

389,1138,5,5

390,1195,5,1

391,1210,5,4

392,1253,5,7

393,1254,5,7

394,1257,5,7

395,1313,5,6

396,1469,5,5

397,1535,5,4

398,1559,5,5

399,1564,5,5

400,1614,5,5

401,1668,5,2

402,1669,5,2

403,1674,5,5

405,1689,5,7

406,1764,5,6

407,1840,5,1

408,1887,5,3

409,1913,5,8

410,1956,5,2

411,2034,5,3

412,2104,5,1

413,2116,5,5

414,2144,5,1

415,2159,5,7

416,2236,5,8

417,2248,5,5

418,2330,5,5

419,2363,5,6

420,2397,5,7

421,2398,5,7

422,2400,5,6

423,2418,5,9

424,2424,5,3

425,2472,5,5

426,2508,5,3

427,2594,5,8

428,2605,5,7

429,2684,5,6

430,2789,5,1

431,2907,5,5

432,2961,5,6

433,2962,5,6

434,2993,5,2

435,3228,5,7

436,3455,5,2

437,3503,5,1

438,3515,5,7

439,3588,5,5

440,3655,5,5

441,3702,5,9

442,3712,5,1

443,3887,5,7

444,3974,5,5

445,4015,5,1

446,4052,5,5

447,4063,5,2

449,4214,5,2

450,4224,5,3

451,4437,5,5

452,4472,5,3

453,4548,5,5

454,4654,5,6

455,4667,5,1

456,4760,5,1

457,4975,5,1

458,4999,5,5

459,5040,5,8

460,5042,5,1

462,5251,5,8

463,5258,5,8

464,5277,5,1

465,5279,5,2

466,5526,5,6

467,5667,5,2

468,5680,5,1

469,5681,5,6

470,5958,5,2

471,6098,5,5

472,6201,5,2

473,6211,5,8

474,6324,5,2

475,6325,5,5

476,6347,5,1

477,6377,5,7

478,6385,5,6

479,6512,5,2

480,6547,5,3

481,6695,5,5

482,6702,5,4

483,6746,5,7

484,6791,5,1

485,6885,5,3

486,6956,5,2

487,6974,5,6

488,7088,5,1

489,7148,5,1

490,7593,5,1

491,7647,5,8

492,7661,5,8

493,7674,5,5

494,7720,5,7

495,7762,5,7

496,7769,5,2

497,7791,5,2

498,7817,5,2

499,7858,5,1

500,8074,5,2

501,8277,5,3

502,8302,5,2

503,8407,5,1

504,8408,5,7

505,8424,5,4

506,8457,5,5

507,8516,5,1

508,8525,5,3

509,8619,5,2

510,8675,5,6

511,8769,5,1

512,8841,5,5

513,9041,5,2

514,9074,5,8

515,9181,5,1

516,9220,5,5

517,9253,5,9

518,9355,5,1

519,9367,5,1

520,9379,5,5

521,9471,5,1

522,9479,5,7

523,9741,5,2

524,9919,5,4

525,9936,5,2

526,9969,5,9

527,9981,5,5

528,9989,5,7

529,10020,5,1

530,10030,5,5

531,10080,5,3

532,10108,5,1

533,10110,5,3

534,10119,5,7

535,10162,5,7

536,10163,5,7

537,10172,5,1

538,10209,5,5

539,10216,5,6

540,10396,5,4

541,10397,5,1

542,10521,5,4

543,10589,5,4

544,10638,5,5

545,10719,5,7

546,10790,5,6

547,10805,5,5

548,10863,5,8

549,10897,5,3

550,11013,5,1

551,11113,5,7

552,11179,5,5

553,11319,5,1

554,11371,5,3

555,11433,5,5

556,11499,5,5

557,11577,5,9

559,11617,5,2

560,11633,5,7

561,11757,5,1

562,11759,5,3

563,11761,5,4

564,11785,5,3

565,11813,5,5

566,11843,5,8

567,11853,5,6

568,12069,5,7

569,12189,5,5

570,12431,5,8

571,12445,5,4

572,12447,5,4

573,12467,5,5

574,12549,5,2

575,12581,5,3

576,12673,5,5

577,12729,5,1

578,13055,5,5

579,13093,5,5

580,13161,5,1

581,13201,5,5

582,13333,5,5

583,13357,5,2

584,13367,5,2

585,13403,5,1

586,13479,5,6

587,13535,5,7

588,13659,5,1

589,13663,5,2

590,13759,5,3

591,13851,5,1

592,14027,5,2

593,14189,5,3

594,14199,5,1

595,14227,5,2

596,14349,5,6

597,14467,5,5

598,14513,5,7

599,14527,5,4

600,14669,5,7

601,14685,5,4

602,14719,5,9

603,14741,5,4

604,14749,5,2

605,14813,5,3

607,14967,5,3

608,15039,5,7

609,15059,5,6

610,15225,5,3

611,15315,5,5

612,15335,5,10

613,15379,5,5

614,15417,5,8

615,15437,5,5

616,15451,5,1

617,15565,5,4

618,15583,5,3

619,15609,5,1

620,15729,5,1

621,15771,5,8

622,15775,5,7

623,15809,5,7

624,16011,5,2

625,16067,5,5

626,16241,5,7

627,16353,5,1

628,16417,5,3

629,16444,5,5

630,16592,5,5

631,16636,5,5

632,16694,5,5

633,16706,5,2

634,16742,5,5

635,16782,5,7

636,16866,5,2

637,16894,5,5

638,16918,5,7

639,17157,5,1

640,17247,5,2

641,17265,5,8

642,17505,5,6

643,17641,5,2

644,17729,5,1

645,17741,5,2

646,17777,5,1

647,17827,5,1

648,17875,5,5

649,17895,5,4

650,18001,5,4

651,18039,5,2

652,18095,5,3

653,18115,5,7

654,18139,5,4

655,18153,5,5

656,18179,5,6

657,18229,5,5

658,18247,5,1

659,18277,5,2

660,18441,5,7

661,18465,5,2

662,18497,5,5

663,18671,5,4

664,18677,5,3

665,18689,5,8

666,18753,5,3

667,18857,5,1

668,18897,5,2

669,19023,5,2

670,19163,5,2

671,19221,5,7

672,19363,5,6

673,19365,5,5

674,19369,5,3

675,19647,5,8

676,19769,5,3

677,19799,5,1

678,19815,5,1

679,19953,5,4

680,20031,5,5

681,20045,5,1

682,20047,5,1

683,20053,5,3

684,20057,5,8

685,20159,5,7

686,20431,5,6

687,20457,5,1

688,20507,5,6

689,20541,5,1

690,20545,5,3

691,20583,5,8

692,20689,5,3

693,20767,5,7

694,20785,5,1

695,20787,5,3

696,20847,5,6

697,20853,5,3

698,20899,5,8

699,20931,5,1

700,20939,5,6

701,20973,5,5

702,20977,5,3

703,21033,5,1

704,21085,5,4

705,21185,5,5

706,21189,5,3

707,21327,5,6

708,21405,5,4

709,21431,5,3

710,21507,5,1

711,21561,5,3

712,21587,5,5

713,21603,5,3

714,21647,5,5

715,21781,5,3

716,21863,5,6

717,22147,5,6

718,22199,5,4

719,22319,5,2

720,22535,5,7

721,22789,5,8

722,23079,5,2

723,23199,5,7

724,23233,5,1

725,23251,5,7

726,23273,5,8

727,23277,5,4

728,23289,5,5

729,23309,5,1

730,23447,5,5

731,23755,5,7

732,23847,5,4

733,24135,5,5

734,24171,5,5

735,24175,5,4

736,24627,5,5

737,24781,5,6

738,24873,5,1

739,24913,5,4

740,25157,5,1

741,25159,5,2

742,25183,5,6

744,25397,5,2

745,25429,5,1

746,25635,5,7

747,26055,5,8

748,26349,5,6

749,26441,5,6

750,27899,5,2

751,28121,5,6

752,28297,5,5

753,28677,5,5

754,28819,5,2

755,28891,5,9

756,28907,5,5

757,29027,5,2

758,29035,5,1

759,29317,5,4

760,29785,5,2

761,29786,5,3

762,29803,5,8

763,30831,5,8

764,31240,5,8

766,31722,5,7

768,32182,5,9

769,32828,5,7

807,22,7,7

808,30,7,10

809,31,7,9

810,32,7,9

811,59,7,7

812,64,7,8

813,65,7,7

814,111,7,8

815,121,7,8

816,136,7,8

817,139,7,7

818,170,7,9

819,210,7,9

820,223,7,9

821,225,7,7

822,232,7,8

823,245,7,8

824,249,7,8

825,270,7,9

826,339,7,9

827,357,7,8

828,407,7,8

829,435,7,8

830,482,7,9

831,508,7,7

832,530,7,8

833,532,7,8

834,534,7,9

835,535,7,8

836,552,7,9

837,568,7,8

838,740,7,8

839,813,7,9

840,849,7,7

841,934,7,9

842,996,7,8

843,1138,7,8

844,1172,7,8

845,1253,7,7

846,1254,7,8

847,1257,7,7

848,1259,7,7

849,1313,7,8

850,1535,7,9

851,1563,7,8

852,1575,7,9

853,1719,7,7

854,1887,7,8

855,1889,7,9

856,2012,7,8

857,2026,7,9

858,2116,7,9

859,2131,7,8

860,2167,7,9

861,2213,7,9

862,2237,7,6

863,2759,7,9

864,2899,7,8

865,2904,7,9

866,2993,7,7

867,2994,7,8

868,3086,7,8

869,3455,7,7

870,3515,7,7

871,3652,7,8

872,3702,7,7

873,3784,7,8

874,3785,7,9

875,4028,7,8

876,4059,7,9

877,4181,7,9

878,4192,7,9

879,4214,7,7

880,4382,7,4

881,4472,7,7

882,4654,7,9

883,4896,7,10

884,4975,7,9

885,5231,7,8

886,5233,7,8

887,5521,7,8

888,5667,7,7

889,5958,7,8

890,6166,7,6

891,6205,7,8

892,6213,7,7

893,6351,7,8

894,6811,7,8

895,6956,7,7

896,7148,7,6

897,7858,7,7

898,8277,7,6

899,8407,7,7

900,8424,7,7

901,8460,7,7

902,8525,7,8

903,8769,7,8

904,8861,7,7

905,8876,7,7

906,8937,7,9

907,9032,7,7

908,9041,7,8

909,9047,7,8

910,9063,7,7

911,9181,7,7

912,9367,7,5

913,9479,7,8

914,9618,7,7

915,9675,7,7

916,9756,7,8

917,9790,7,7

918,9958,7,9

919,10020,7,8

920,10076,7,8

921,10080,7,7

922,10110,7,6

923,10456,7,7

924,10491,7,8

925,10507,7,7

926,10521,7,7

927,10588,7,7

928,10620,7,8

929,10719,7,8

930,10794,7,7

931,10805,7,6

932,10897,7,7

933,11061,7,9

934,11179,7,8

935,11617,7,6

936,11633,7,8

937,11743,7,8

938,11757,7,8

939,11759,7,8

940,11763,7,7

941,11933,7,8

942,11977,7,8

943,11979,7,8

944,11981,7,9

945,12467,7,7

946,12729,7,7

947,12783,7,8

948,12967,7,7

949,13093,7,7

950,13261,7,7

951,13357,7,5

952,13587,7,9

953,13659,7,7

954,13663,7,8

955,13851,7,7

956,13939,7,7

957,14027,7,6

958,14407,7,8

959,14653,7,10

960,14741,7,7

961,14749,7,7

962,14833,7,8

963,14967,7,7

964,15117,7,8

965,15225,7,7

966,15377,7,6

967,15379,7,8

968,15411,7,7

969,15451,7,8

970,15583,7,7

971,15687,7,5

972,15809,7,7

973,15879,7,6

974,15911,7,6

975,16011,7,8

976,16049,7,9

977,16157,7,7

978,16512,7,4

979,16700,7,8

980,16706,7,9

981,16742,7,6

982,16762,7,7

983,16934,7,7

984,16982,7,10

985,17247,7,7

986,17265,7,9

987,17513,7,7

988,17641,7,7

989,17725,7,7

990,17729,7,8

991,17777,7,7

992,17875,7,8

993,18001,7,5

994,18039,7,7

995,18041,7,7

996,18095,7,7

997,18097,7,7

998,18139,7,8

999,18153,7,8

1000,18247,7,8

